,Title,url,Rank,Years of running,Certificate,Run time in minutes,Genre,Rating,Actors,Votes,Synopsis
89,9-1-1,/title/tt7235466/?ref_=ttls_li_tt,90,(2018– ),14,43 ,"Action, Drama, Thriller",7.8,"['Angela Bassett', 'Peter Krause', 'Oliver Stark', 'Aisha Hinds']",38418,"Explores the high-pressure experiences of the first responders who are thrust into the most frightening, shocking, and heart-stopping situations."
90,Peep Show,/title/tt0387764/?ref_=ttls_li_tt,91,(2003–2015),MA,25 ,Comedy,8.7,"['David Mitchell', 'Robert Webb', 'Matt King', 'Olivia Colman']",62729,Mark and Jez are a couple of twenty-something roommates who have nothing in common - except for the fact that their lives are anything but normal. Mayhem ensues as the pair strive to cope with day-to-day life.
91,12 Monkeys,/title/tt3148266/?ref_=ttls_li_tt,92,(2015–2018),14,42 ,"Adventure, Drama, Mystery",7.7,"['Aaron Stanford', 'Amanda Schull', 'Noah Bean', 'Barbara Sukowa']",46352,Follows the journey of a time traveler from the post-apocalyptic future who appears in present day on a mission to locate and eradicate the source of a deadly plague that will nearly destroy the human race.
92,The Terror,/title/tt2708480/?ref_=ttls_li_tt,93,(2018–2019),14,60 ,"Adventure, Drama, Horror",7.9,"['Jared Harris', 'Derek Mio', 'Tobias Menzies', 'Kiki Sukezane']",46673,"Supernatural, semihistorical, horror anthology series, where each season is inspired by a different infamous or mysterious real life historical tragedy."
93,Naruto,/title/tt0409591/?ref_=ttls_li_tt,94,(2002–2007),PG,24 ,"Animation, Action, Adventure",8.4,"['Junko Takeuchi', 'Maile Flanagan', 'Kate Higgins', 'Chie Nakamura']",110132,"Naruto Uzumaki, a mischievous adolescent ninja, struggles as he searches for recognition and dreams of becoming the Hokage, the village's leader and strongest ninja."
94,Good Girls,/title/tt6474378/?ref_=ttls_li_tt,95,(2018–2021),14,43 ,"Comedy, Crime, Drama",7.7,"['Christina Hendricks', 'Retta', 'Mae Whitman', 'Reno Wilson']",55368,Three suburban mothers suddenly find themselves in desperate circumstances and decide to stop playing it safe and risk everything to take back their power.
95,Taboo,/title/tt3647998/?ref_=ttls_li_tt,96,(2017),MA,59 ,"Drama, Mystery, Thriller",8.3,"['Oona Chaplin', 'Tom Hardy', 'David Hayman', 'Ruby-May Martinwood']",142498,"Adventurer James Keziah Delaney returns to London during the War of 1812 to rebuild his late father's shipping empire. However, both the government and his biggest competitor want his inheritance at any cost--even murder."
96,Over the Garden Wall,/title/tt3718778/?ref_=ttls_li_tt,97,(2014),PG,22 ,"Animation, Short, Adventure",8.8,"['Elijah Wood', 'Collin Dean', 'Melanie Lynskey', 'Christopher Lloyd']",61005,Two brothers find themselves lost in a mysterious land and try to find their way home.
97,Dirk Gently's Holistic Detective Agency,/title/tt4047038/?ref_=ttls_li_tt,98,(2016–2017),14,60 ,"Action, Adventure, Comedy",8.2,"['Samuel Barnett', 'Elijah Wood', 'Hannah Marks', 'Jade Eshete']",53822,Holistic detective Dirk Gently investigates cases involving the supernatural.
98,Designated Survivor,/title/tt5296406/?ref_=ttls_li_tt,99,(2016–2019),14,60 ,"Action, Drama, Mystery",7.5,"['Kiefer Sutherland', 'Adan Canto', 'Italia Ricci', 'Kal Penn']",96219,A low-level Cabinet member becomes President of the United States after a catastrophic attack kills everyone above him in the line of succession.
99,The Thick of It,/title/tt0459159/?ref_=ttls_li_tt,100,(2005–2012),MA,29 ,Comedy,8.7,"['Chris Addison', 'James Smith', 'Peter Capaldi', 'Joanna Scanlan']",24529,The Minister for Social Affairs is continually harassed by Number 10's policy enforcer and dependent on his not-so-reliable team of civil servants.
