,Title,url,Rank,Years of running,Certificate,Run time in minutes,Genre,Rating,Actors,Votes,Synopsis
38,Sense8,/title/tt2431438/?ref_=ttls_li_tt,39,(2015–2018),MA,60 ,"Drama, Mystery, Sci-Fi",8.2,"['Bae Doona', 'Jamie Clayton', 'Tina Desai', 'Tuppence Middleton']",157669,"A group of people around the world are suddenly linked mentally, and must find a way to survive being hunted by those who see them as a threat to the world's order."
39,Master of None,/title/tt4635276/?ref_=ttls_li_tt,40,(2015–2021),MA,30 ,"Comedy, Drama",8.2,"['Aziz Ansari', 'Eric Wareheim', 'Lena Waithe', 'Noël Wells']",74514,"The personal and professional life of Dev, a 30-year-old actor in New York."
40,Atypical,/title/tt6315640/?ref_=ttls_li_tt,41,(2017–2021),MA,30 ,"Comedy, Drama",8.2,"['Jennifer Jason Leigh', 'Keir Gilchrist', 'Brigette Lundy-Paine', 'Michael Rapaport']",95028,"Sam, an 18-year-old on the autism spectrum, decides it's time to find a girlfriend, which sets Sam's mom on her own life-changing path as her son seeks more independence."
41,Godless,/title/tt5516154/?ref_=ttls_li_tt,42,(2017),MA,452 ,"Action, Drama, Western",8.2,"[""Jack O'Connell"", 'Michelle Dockery', 'Scoot McNairy', 'Merritt Wever']",71891,"In the 1880s American West, murderous outlaw gang leader Frank Griffin hunts for ex-protege Roy Goode. Frank's chase leads him to La Belle, New Mexico--a town inhabited, after a mining disaster, almost entirely by women."
42,Grace and Frankie,/title/tt3609352/?ref_=ttls_li_tt,43,(2015–2022),MA,30 ,Comedy,8.2,"['Jane Fonda', 'Lily Tomlin', 'Sam Waterston', 'Martin Sheen']",54161,"Finding out that their husbands are not just work partners, but have also been romantically involved for the last twenty years, two women with an already strained relationship try to cope with the circumstances together."
43,Longmire,/title/tt1836037/?ref_=ttls_li_tt,44,(2012–2017),14,60 ,"Action, Crime, Drama",8.3,"['Robert Taylor', 'Katee Sackhoff', 'Lou Diamond Phillips', 'Cassidy Freeman']",37263,"Walt Longmire is the dedicated and unflappable sheriff of Absaroka County, Wyoming. Widowed only a year, he is a man in psychic repair but buries his pain behind his brave face, unassuming grin and dry wit."
44,The Get Down,/title/tt4592410/?ref_=ttls_li_tt,45,(2016–2017),MA,52 ,"Drama, Music, Musical",8.2,"['Justice Smith', 'Shameik Moore', 'Herizen F. Guardiola', 'Skylan Brooks']",23080,A ragtag group of teenagers run wild in the streets of the Bronx in the late 1970s.
45,The Midnight Gospel,/title/tt11639414/?ref_=ttls_li_tt,46,(2020),MA,23 ,"Animation, Adventure, Comedy",8.2,"['Phil Hendrie', 'Duncan Trussell', 'Joey Diaz', 'Doug Lussenhop']",21787,"Clancy, a spacecaster with a malfunctioning multiverse simulator, leaves the comfort of his home to interview beings living in dying worlds."
46,Patriot Act with Hasan Minhaj,/title/tt8080054/?ref_=ttls_li_tt,47,(2018–2020),MA,25 ,"Comedy, News, Talk-Show",8.3,"['Hasan Minhaj', 'Joyelle Johnson', 'Arnab Goswami', 'Andrew Yang']",7720,"In this weekly show, the former Daily Show correspondent Hasan Minhaj brings his unique comedic voice and storytelling skill to explore the larger grim trends shaping our fragmented world."
47,The Witcher,/title/tt5180504/?ref_=ttls_li_tt,48,(2019– ),MA,60 ,"Action, Adventure, Drama",8.1,"['Henry Cavill', 'Freya Allan', 'Anya Chalotra', 'Mimi Ndiweni']",516866,"Geralt of Rivia, a solitary monster hunter, struggles to find his place in a world where people often prove more wicked than beasts."
48,The Killing,/title/tt1637727/?ref_=ttls_li_tt,49,(2011–2014),14,45 ,"Crime, Drama, Mystery",8.3,"['Mireille Enos', 'Joel Kinnaman', 'Billy Campbell', 'Liam James']",116000,"A police investigation, the saga of a grieving family, and a Seattle mayoral campaign all interlock after the body of 17-year-old Rosie Larsen is found in the trunk of a submerged car."
49,Castlevania,/title/tt6517102/?ref_=ttls_li_tt,50,(2017–2021),MA,23 ,"Animation, Action, Adventure",8.3,"['Richard Armitage', 'James Callis', 'Alejandra Reynoso', 'Theo James']",70233,A vampire hunter fights to save a besieged city from an army of otherworldly creatures controlled by Dracula.
50,American Vandal,/title/tt6877772/?ref_=ttls_li_tt,51,(2017–2018),MA,34 ,"Comedy, Crime, Drama",8.1,"['Tyler Alvarez', 'Griffin Gluck', 'Jimmy Tatro', 'Travis Tope']",31826,A true-crime satire that explores the aftermath of a costly high school prank that left twenty-seven faculty cars vandalized with phallic images.
51,Wild Wild Country,/title/tt7768848/?ref_=ttls_li_tt,52,(2018),MA,403 ,"Documentary, Crime",8.1,"['Ma Anand Sheela', 'Philip Toelkes', 'Jane Stork', 'George Meredith']",32732,"When Osho, the world's most controversial guru, builds an Utopian city deep in the Oregon country, conflict with the locals escalates into a national scandal."
52,The Kominsky Method,/title/tt7255502/?ref_=ttls_li_tt,53,(2018–2021),MA,30 ,"Comedy, Drama",8.2,"['Michael Douglas', 'Sarah Baker', 'Graham Rogers', 'Melissa Tang']",41498,"An aging actor, who long ago enjoyed a brush with fame, makes his living as an acting coach."
53,One Day at a Time,/title/tt5339440/?ref_=ttls_li_tt,54,(2017–2020),PG,30 ,"Comedy, Drama",8.2,"['Justina Machado', 'Todd Grinnell', 'Isabella Gomez', 'Marcel Ruiz']",17281,"Follows three generations of the same Cuban-American family living in the same house: a newly divorced former military mother, her teenage daughter and tween son, and her old-school mother."
